word,kana,boin,hinshi
外来生物,がいらいせいぶつ,アイアイエイウウ,名詞
外来生物法,がいらいせいぶつほう,アイアイエイウウオウ,名詞
外寇,がいこう,アイオウ,名詞
外舅,がいきゅう,アイウウ,名詞
咳,せき,エイ,名詞
咳きこん,せきこん,エイオン,動詞
咳き込む,せきこむ,エイオウ,動詞
咳き入ら,せきいら,エイイア,動詞
咳き入り,せきいり,エイイイ,動詞
咳き入る,せきいる,エイイウ,動詞
咳ばらい,せきばらい,エイアアイ,名詞
咳唾,がいだ,アイア,名詞
咳払い,せきばらい,エイアアイ,名詞
咳嗽,がいそう,アイオウ,名詞
害,がい,アイ,名詞
害し,がいし,アイイ,動詞
害す,がいす,アイウ,動詞
害する,がいする,アイウウ,動詞
害せ,がいせ,アイエ,動詞
害悪,がいあく,アイアウ,名詞
害心,がいしん,アイイン,名詞
害虫,がいちゅう,アイウウ,名詞
害虫駆除,がいちゅうくじょ,アイウウウオ,名詞
害鳥,がいちょう,アイオウ,名詞
害毒,がいどく,アイオウ,名詞
崖,がけ,アエ,名詞
慨然,がいぜん,アイエン,名詞
概,がい,アイ,名詞
概して,がいして,アイイエ,副詞
概ね,おおむね,オオウエ,副詞
概括,がいかつ,アイアウ,名詞
概観,がいかん,アイアン,名詞
概算,がいさん,アイアン,名詞
概説,がいせつ,アイエウ,名詞
概念,がいねん,アイエン,名詞
概念的,がいねんてき,アイエンエイ,名詞
概要,がいよう,アイオウ,名詞
概略,がいりゃく,アイアウ,名詞
概論,がいろん,アイオン,名詞
蓋,ふた,ウア,名詞
街,がい,アイ,名詞
街,まち,アイ,名詞
街なか,まちなか,アイアア,名詞
街へいこうよ どうぶつの森,まちへいこうよどうぶつのもり,アイエイオウオオウウウオオイ,名詞
街角,まちかど,アイアオ,名詞
街角花だより,まちかどはなだより,アイアオアアアオイ,名詞
街区,がいく,アイウ,名詞
街中,まちなか,アイアア,名詞
街灯,がいとう,アイオウ,名詞
街頭,がいとう,アイオウ,名詞
街頭演説,がいとうえんぜつ,アイオウエンエウ,名詞
街道,かいどう,アイオウ,名詞
街並み,まちなみ,アイアイ,名詞
街路,がいろ,アイオ,名詞
該当,がいとう,アイオウ,名詞
該博,がいはく,アイアウ,名詞
鎧,よろい,オオイ,名詞
鎧の袖,よろいのそで,オオイオオエ,名詞
鎧戸,よろいど,オオイオ,名詞
骸,むくろ,ウウオ,名詞
骸シャンデリア,むくろしゃんでりあ,ウウオアンエイア,名詞
骸骨,がいこつ,アイオウ,名詞
蛙,かえる,アエウ,名詞
垣,かき,アイ,名詞
垣根,かきね,アイエ,名詞
垣根越し,かきねごし,アイエオイ,名詞
垣本,かきもと,アイオオ,名詞
垣野内,かきのうち,アイオウイ,名詞
垣野内成美,かきのうちなるみ,アイオウイアウイ,名詞
柿,かき,アイ,名詞
柿崎,かきざき,アイアイ,名詞
柿渋,かきしぶ,アイイウ,名詞
柿本,かきもと,アイオオ,名詞
柿本ケンジロウ,かきもとけんじろう,アイオオエンイオウ,名詞
鈎,かぎ,アイ,名詞
劃し,かくし,アウイ,動詞
劃期的,かっきてき,アッイエイ,名詞
嚇し,おどかし,オオアイ,動詞
嚇し,おどし,オオイ,名詞
嚇す,おどす,オオウ,動詞
各,かく,アウ,接頭詞
各々,おのおの,オオオオ,副詞
各々,おのおの,オオオオ,名詞
各位,かくい,アウイ,名詞
各駅停車,かくえきていしゃ,アウエイエイア,名詞
各階,かくかい,アウアイ,名詞
各個,かっこ,アッオ,名詞
各戸,かっこ,アッオ,名詞
各項,かくこう,アウオウ,名詞
各国,かっこく,アッオウ,名詞
各市,かくし,アウイ,名詞
各自,かくじ,アウイ,副詞
各自,かくじ,アウイ,名詞
各室,かくしつ,アウイウ,名詞
各社,かくしゃ,アウア,名詞
各種,かくしゅ,アウウ,名詞
各所,かくしょ,アウオ,名詞
各人,かくじん,アウイン,名詞
各地,かくち,アウイ,名詞
各部,かくぶ,アウウ,名詞
廓,くるわ,ウウア,名詞
廓清,かくせい,アウエイ,名詞
廓然無聖,かくねんむしょう,アウエンウオウ,名詞
拡,ひろし,イオイ,名詞
拡がる,ひろがる,イオアウ,動詞
拡げ,ひろげ,イオエ,動詞
拡げる,ひろげる,イオエウ,動詞
拡げれ,ひろげれ,イオエエ,動詞
拡散,かくさん,アウアン,名詞
拡充,かくじゅう,アウウウ,名詞
拡大,かくだい,アウアイ,名詞
拡張,かくちょう,アウオウ,名詞
撹乱,かくらん,アウアン,名詞
格,かく,アウ,名詞
格安,かくやす,アウアウ,形容詞
格安,かくやす,アウアウ,名詞
格下,かくした,アウイア,名詞
格外,かくがい,アウアイ,名詞
格言,かくげん,アウエン,名詞
格好,かっこう,アッオウ,名詞
格好の,かっこうの,アッオウオ,形容詞
格差,かくさ,アウア,名詞
格子,こうし,オウイ,名詞
格子戸,こうしど,オウイオ,名詞
格子縞,こうしじま,オウイイア,名詞
格段,かくだん,アウアン,名詞
格段に,かくだんに,アウアンイ,形容詞
格闘,かくとう,アウオウ,名詞
格闘ゲーム,かくとうげーむ,アウオウエエウ,名詞
格闘技,かくとうぎ,アウオウイ,名詞
格闘士ローマの星,かくとうしろーまのほし,アウオウイオオアオオイ,名詞
格闘探偵団,かくとうたんていだん,アウオウアンエイアン,名詞
格闘料理人ムサシ,たいまんりょうりにんむさし,アイアンオウイインウアイ,名詞
格付け,かくづけ,アウウエ,名詞
格別,かくべつ,アウエウ,副詞
格別,かくべつ,アウエウ,名詞
格別の,かくべつの,アウエウオ,形容詞
核,かく,アウ,名詞
核ミサイル,かくみさいる,アウイアイウ,名詞
核心,かくしん,アウイン,名詞
殻,から,アア,名詞
獲よ,えよ,エオ,動詞
獲る,える,エウ,動詞
獲ん,えん,エン,動詞
獲得,かくとく,アウオウ,名詞
獲物,えもの,エオオ,名詞
確,かく,アウ,名詞
確か,たしか,アイア,副詞
確か,たしか,アイア,名詞
確かであった,たしかであった,アイアエアッア,形容詞
確かな,たしかな,アイアア,形容詞
確かに,たしかに,アイアイ,形容詞
確かめ,たしかめ,アイアエ,動詞
確かめよ,たしかめよ,アイアエオ,動詞
確かめる,たしかめる,アイアエウ,動詞
確たる,かくたる,アウアウ,連体詞
確り,しっかり,イッアイ,副詞
確言,かくげん,アウエン,名詞
確乎,かっこ,アッオ,名詞
確固たる,かっこたる,アッオアウ,連体詞
確執,かくしつ,アウイウ,名詞
確実,かくじつ,アウイウ,形容詞
確実,かくじつ,アウイウ,名詞
確実な,かくじつな,アウイウア,形容詞
確実に,かくじつに,アウイウイ,形容詞
確証,かくしょう,アウオウ,名詞
確信,かくしん,アウイン,名詞
確然,かくぜん,アウエン,名詞
確定,かくてい,アウエイ,名詞
確答,かくとう,アウオウ,名詞
確認,かくにん,アウイン,名詞
確保,かくほ,アウオ,名詞
確約,かくやく,アウアウ,名詞
確率,かくりつ,アウイウ,名詞
確立,かくりつ,アウイウ,名詞
覚,さと,アオ,動詞
覚,さとし,アオイ,名詞
覚え,おぼえ,オオエ,動詞
覚え,おぼえ,オオエ,名詞
覚えず,おぼえず,オオエウ,副詞
覚えよ,おぼえよ,オオエオ,動詞
覚える,おぼえる,オオエウ,動詞
覚え込ん,おぼえこん,オオエオン,動詞
覚え書き,おぼえがき,オオエアイ,名詞
覚し,さまし,アアイ,動詞
覚す,さます,アアウ,動詞
覚まし,さまし,アアイ,動詞
覚ます,さます,アアウ,動詞
覚ませ,さませ,アアエ,動詞
覚め,さめ,アエ,動詞
覚める,さめる,アエウ,動詞
覚ら,さとら,アオア,動詞
覚る,さとる,アオウ,動詞
覚れ,さとれ,アオエ,動詞
覚悟,かくご,アウオ,名詞
覚悟のススメ,かくごのすすめ,アウオオウウエ,名詞
覚書,おぼえがき,オオエアイ,名詞
覚醒,かくせい,アウエイ,名詞
覚禅,かくぜん,アウエン,名詞
角,かく,アウ,名詞
角,かど,アオ,名詞
角,すみ,ウイ,名詞
角井陽一,かどいよういち,アオイオウイイ,名詞
角屋敷,かどやしき,アオアイイ,名詞
角砂糖,かくざとう,アウアオウ,名詞
角鹿,つのが,ウオア,名詞
角真,かくま,アウア,名詞
角川,かどかわ,アオアア,名詞
角川書店,かどかわしょてん,アオアアオエン,名詞
角川文庫,かどかわぶんこ,アオアアウンオ,名詞
角閃石,かくせんせき,アウエンエイ,名詞
角鷹,かくおう,アウオウ,名詞
角地,かどち,アオイ,名詞
角笛,つのぶえ,ウオウエ,名詞
角度,かくど,アウオ,名詞
角灯,かくとう,アウオウ,名詞
角燈,かくとう,アウオウ,名詞
角帽,かくぼう,アウオウ,名詞
角目,かどめ,アオエ,名詞
角竜類,は,ア,名詞
角力,すもう,ウオウ,名詞
赫,てらし,エアイ,名詞
赫々,かくかく,アウアウ,名詞
較べ,くらべ,ウアエ,動詞
較べる,くらべる,ウアエウ,動詞
較べれ,くらべれ,ウアエエ,動詞
郭,かく,アウ,名詞
郭外,かくがい,アウアイ,名詞
郭貴妃,かくきひ,アウイイ,名詞
郭内,かくない,アウアイ,名詞
郭攸之,かくゆうし,アウウウイ,名詞
閣,かく,アウ,名詞
閣員,かくいん,アウイン,名詞
閣下,かっか,アッア,名詞
閣議,かくぎ,アウイ,名詞
閣議決定,かくぎけってい,アウイエッエイ,名詞
閣内,かくない,アウアイ,名詞
閣僚,かくりょう,アウオウ,名詞
隔たり,へだたり,エアアイ,名詞
隔て,へだて,エアエ,動詞
隔て,へだて,エアエ,名詞
隔てる,へだてる,エアエウ,動詞
隔意,かくい,アウイ,名詞
隔週,かくしゅう,アウウウ,名詞
隔世,かくせい,アウエイ,名詞
隔膜,かくまく,アウアウ,名詞
隔離,かくり,アウイ,名詞
革,かわ,アア,名詞
革め,あらため,アアアエ,動詞
革新,かくしん,アウイン,名詞
革神語,あらたかんがたり,アアアアンアアイ,名詞
革命,かくめい,アウエイ,名詞
革命の日,かくめいのひ,アウエイオイ,名詞
革命家,かくめいか,アウエイア,名詞
革命児,かくめいじ,アウエイイ,名詞
学,がく,アウ,名詞
学ば,まなば,アアア,動詞
学び,まなび,アアイ,動詞
学び,まなび,アアイ,名詞
学ぶ,まなぶ,アアウ,動詞
学べ,まなべ,アアエ,動詞
学ん,まなん,アアン,動詞
学位,がくい,アウイ,名詞
学位論文,がくいろんぶん,アウイオンウン,名詞
学院,がくいん,アウイン,名詞
学園,がくえん,アウエン,名詞
学園アリス,がくえんありす,アウエンアイウ,名詞
学園ベビーシッターズ,がくえんべびーしったーず,アウエンエイイイッアアウ,名詞
学園革命伝ミツルギ,がくえんかくめいでんみつるぎ,アウエンアウエイエンイウウイ,名詞
学園天国,がくえんてんごく,アウエンエンオウ,名詞
学園特警デュカリオン,がくえんとっけいでゅかりおん,アウエンオッエイウアイオン,名詞
学園黙示録 HIGHSCHOOL OF THE DEAD,がくえんもくしろくはいすくーるおぶざでっど,アウエンオウイオウアイウウウウオウアエッオ,名詞
学科,がっか,アッア,名詞
学課,がっか,アッア,名詞
学会,がっかい,アッアイ,名詞
学界,がっかい,アッアイ,名詞
学期,がっき,アッイ,名詞
学究,がっきゅう,アッウウ,名詞
学級,がっきゅう,アッウウ,名詞
学級王ヤマザキ,がっきゅうおうやまざき,アッウウオウアアアイ,名詞
学糾法廷,がっきゅうほうてい,アッウウオウエイ,名詞
学業,がくぎょう,アウオウ,名詞
学芸,がくげい,アウエイ,名詞
学研,がっけん,アッエン,名詞
学研の図鑑,がっけんのずかん,アッエンオウアン,名詞
楽しい,たのしい,アオイイ,形容詞
学研プラス,がっけんぷらす,アッエンウアウ,名詞
学研教育出版,がっけんきょういくしゅっぱん,アッエンオウイウウッアン,名詞
学校,がっこう,アッオウ,名詞
学校のおじかん,がっこうのおじかん,アッオウオオイアン,名詞
学校の怪談,がっこうのかいだん,アッオウオアイアン,名詞
学校の階段,がっこうのかいだん,アッオウオアイアン,名詞
学校怪談,がっこうかいだん,アッオウアイアン,名詞
学校教育,がっこうきょういく,アッオウオウイウ,名詞
学校教育法,がっこうきょういくほう,アッオウオウイウオウ,名詞
学校長,がっこうちょう,アッオウオウ,名詞
学校令,がっこうれい,アッオウエイ,名詞
学才,がくさい,アウアイ,名詞
学士,がくし,アウイ,名詞
学資,がくし,アウイ,名詞
学識,がくしき,アウイイ,名詞
学者,がくしゃ,アウア,名詞
学習,がくしゅう,アウウウ,名詞
学習研究社,がくしゅうけんきゅうしゃ,アウウウエンウウア,名詞
学習雑誌,がくしゅうざっし,アウウウアッイ,名詞
学術,がくじゅつ,アウウウ,名詞
学術研究,がくじゅつけんきゅう,アウウウエンウウ,名詞
学術的,がくじゅつてき,アウウウエイ,名詞
学術用語,がくじゅつようご,アウウウオウオ,名詞
学制,がくせい,アウエイ,名詞
学生,がくせい,アウエイ,名詞
学生さん,がくせいさん,アウエイアン,名詞
学生時代,がくせいじだい,アウエイイアイ,名詞
学生服,がくせいふく,アウエイウウ,名詞
学生帽,がくせいぼう,アウエイオウ,名詞
学説,がくせつ,アウエウ,名詞
学長,がくちょう,アウオウ,名詞
学徒,がくと,アウオ,名詞
学徒出陣,がくとしゅつじん,アウオウウイン,名詞
学徳,がくとく,アウオウ,名詞
学内,がくない,アウアイ,名詞
学年,がくねん,アウエン,名詞
